Ruc;Nombre Comercial;Provincia;Distrito;Web;Clase;Nro Certificado;Servicio Autorizado;Modalidades Autorizadas;Certificacion de Calidad
20604272603;Peru Full Adventure;CUSCO;CUSCO;www.perufulladventure.com;Operador Turismo;-;;;
20604320063;Visao;LA CONVENCIÓN;HUAYOPATA;www.visao.com.pe;Operador Turismo;-;;;
20604347301;Infocusco;CUSCO;CUSCO;www.infocusco.com.pe;Minorista, Operador Turismo;-;;;
20604353077;Southwinds Peru;CUSCO;WANCHAQ;www.soutthwindsperu.com;Operador Turismo;-;;;
20604359121;Machupicchu South Face Adventures;CUSCO;SANTIAGO;www.southfaceadventures.com;Operador Turismo;-;;;
20604369283;Turismo Aamerika E.I.R.L;CUSCO;SAN JERÓNIMO;www.americatoursperu.com;Operador Turismo;-;;;
20604399263;Habitus Nomade;CUSCO;CUSCO;www.habitusnomade.com;Minorista;-;;;
20604410666;Que Hacer En Cusco;CUSCO;WANCHAQ;www.quehacerencusco.com;Minorista;-;;;
20604415978;Around Peru Travel;CUSCO;SAN JERÓNIMO;www.aroundperutravel.com;Minorista;-;;;
20604434000;Inka Life Travel Agency;CUSCO;WANCHAQ;www.inkalifetravel.com;Operador Turismo;-;;;
20604442177;Peru Safe Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20604473731;Machupicchu Top Travel;CUSCO;SAN SEBASTIAN;www.machupicchutoptravel.com;Operador Turismo;-;;;
20604481571;Trek Travel S.A.C.;URUBAMBA;URUBAMBA;;Minorista, Operador Turismo;-;;;
20604484881;Coca Travel;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20604511896;Sul America Select Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20604525765;Ccoritika Adventures E.I.R.L;CUSCO;CUSCO;www.ccoritikaadventures.com;Minorista;-;;;
20604532125;Munaycha Explorer Travel Agency;CUSCO;SAN JERÓNIMO;www.munaychaexplorer.com;Minorista;-;;;
20604536490;Illapha Travel;CUSCO;CUSCO;www.illaphatravel.com;Operador Turismo;-;;;
20604548871;Puma Expeditions;CUSCO;CUSCO;;Operador Turismo;-;;;
20604592390;Inkas Blood;CUSCO;CUSCO;www.inkasblood.com;Operador Turismo;-;;;
20604628955;Andean Connections;CUSCO;SAN JERÓNIMO;www.andeanconnections.com;Operador Turismo;-;;;
20604637792;Machupicchu Encanta Peru S.R.L;CUSCO;SANTIAGO;www.machupicchuencantaperu.com;Operador Turismo;-;;;
20604649006;Waskar Expeditions;CUSCO;WANCHAQ;www.waskarexpeditions.com;Operador Turismo;-;;;
20604666296;Hiker Perú;CUSCO;CUSCO;www.hikerperu.com;Operador Turismo;-;;;
20604667373;Machupicchu Travelzone;CUSCO;CUSCO;www.machupicchutravelzone.com;Minorista;-;;;
20604668094;Cusco Marvel;CUSCO;SAN SEBASTIAN;www.cuscomarvel.com;Operador Turismo;-;;;
20604670609;Visita Peru;CUSCO;WANCHAQ;www.visitaperu.com.pe;Operador Turismo;-;;;
20604670978;Mapi Travel Tour Cusco;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20604706085;Mallco Huayroruni Spirit Kintu E.I.R.L.;CUSCO;SAN SEBASTIAN;www.mallcospirit.com;Minorista;-;;;
20604747903;Andes Terra S.A.C.;CUSCO;WANCHAQ;gerencia @andesterraperu.com.br;Operador Turismo;-;;;
20604766223;Sol Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20604770905;Inka House Adventures;CUSCO;CUSCO;www.inkahouseadventures.com;Minorista;-;;;
20604773394;Inkaland Explorers Machupicchu;CUSCO;CUSCO;www.inkalandexplorersmachupicchu.com;Operador Turismo;-;;;
20604785821;Pachasonqo Domos Eco Glamping;URUBAMBA;URUBAMBA;;Operador Turismo;-;;;
20604809577;Machupicchu Xperiences;CUSCO;CUSCO;reservas@machupicchuxperiences.com;Operador Turismo;-;;;
20604810265;Machupicchu Fg. Inka Tours E.I.R.L.;CUSCO;CUSCO;;Operador Turismo;-;;;
20604815461;Peruventur;CUSCO;CUSCO;peruventur@gmail.com;Operador Turismo;-;;;
20604818631;Romaisa Travel;CUSCO;SAN JERÓNIMO;;Operador Turismo;-;;;
20604820295;Peru Selected Trips;CUSCO;CUSCO;www.peruselectedtrips.com;Operador Turismo;-;;;
20604832391;Andean Dinasty Travel & Tours E.I.R.L.;CUSCO;WANCHAQ;www.andeandinasty.com;Mayorista;-;;;
20604840717;Machupicchu Explorers;CUSCO;SANTIAGO;www.machupicchuexplorers.com.pe;Operador Turismo;-;;;
20604848408;Paqarina Resort Sac;URUBAMBA;MARAS;;Operador Turismo;-;;;
20604881049;Raymi Peru Travel;CUSCO;SANTIAGO;www.peruraymitravel.com;Operador Turismo;-;;;
20604893802;Ausangate Expeditions Peru S.A.C.;QUISPICANCHI;OCONGATE;www.ausangate-expeditions.com;Operador Turismo;-;;;
20604897484;Leon De Juda Tours;CUSCO;CUSCO;;Operador Turismo;-;;;
20604924295;Guntur Travel Peru;CUSCO;SAN SEBASTIAN;www.gonturtravel.com;Operador Turismo;-;;;
20604958262;Ruta 79 E.I.R.L.;CUSCO;CUSCO;www.ruta79peru.com;Operador Turismo;-;;;
20604988625;Latino Travel Cusco;CUSCO;SAN SEBASTIAN;www.latinotravelcusco.com;Operador Turismo;-;;;
20604990743;Hanan Machu Picchu Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20604996385;Golden Wayki Cusco;CUSCO;CUSCO;www.goldenwayki.com;Operador Turismo;-;;;
20605009931;Explore Manu;CUSCO;WANCHAQ;www.exploremanu.com;Operador Turismo;-;;;
20605016040;Andean Royalty Travel Agengy;CUSCO;WANCHAQ;www.andeanroyalty.com;Minorista;-;;;
20605038655;Mi Guia Machupicchu;CUSCO;CUSCO;www.miguiamachupicchu.com;Operador Turismo;-;;;
20605069241;Just Enjoy Peru;CUSCO;POROY;www.justenjoyperu.com;Operador Turismo;-;;;
20605073370;Ecoandes Explorer;URUBAMBA;OLLANTAYTAMBO;;Operador Turismo;-;;;
20605073485;Empresa Matsigenka;LA CONVENCIÓN;ECHARATE;;Operador Turismo;-;;;
20605081712;Peru Magic Travel And More E.I.R.L.;URUBAMBA;URUBAMBA;www.perumagictravel.wordpress.com;Operador Turismo;-;;;
20605092358;Cusco Local Friend;CUSCO;SANTIAGO;www.cuscolocalfriend.com;Operador Turismo;-;;;
20605105247;Vraem Tours;LA CONVENCIÓN;QUIMBIRI;www.vraemtours.com;Operador Turismo;-;;;
20605140701;Qosoq  Expeditions;CUSCO;CUSCO;www.qosqoexpeditions.com;Operador Turismo;-;;;
20605152202;Glamping Eco Spirit E.I.R.L.;CUSCO;SANTIAGO;www.glampingecospirit.com;Operador Turismo;-;;;
20605163697;New Lifestyle Tour;CUSCO;CUSCO;www.newtravelagency.net;Minorista;-;;;
20605166041;Grupo Papachos S.A.C;CUSCO;SAN SEBASTIAN;www.grupopapachos.com;Operador Turismo;-;;;
20605187227;Inka Nation Travel Gilmar Calderon Chillitupa;CUSCO;SAN SEBASTIAN;www.inkanationtravel.com;Operador Turismo;-;;;
20605188151;Peru Destinos Travel Agency E.I.R.L;CUSCO;SANTIAGO;www.perudestinotravel.com;Operador Turismo;-;;;
20605199446;Big Qosqo Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20605204105;Natourandes Srl.;CUSCO;SANTIAGO;www.natourandes.com;Minorista;-;;;
20605216987;Typical Peru Travel Craft;CUSCO;CUSCO;www.typicalperu.com;Operador Turismo;-;;;
20605220305;Destin Travel;URUBAMBA;URUBAMBA;www.destintravelperu.com;Minorista, Operador Turismo;-;;;
20605231056;Yawar Peru Tours;CUSCO;CUSCO;www.yawarperutours.com;Minorista;-;;;
20605240179;Car Cor Travel E.I.R.L.;CUSCO;SAN JERÓNIMO;;Operador Turismo;-;;;
20605243178;Imperial Inka Travel Eirl;CUSCO;WANCHAQ;www.comunitytourismcusco.com;Operador Turismo;-;;;
20605246673;Sabor De Viaje;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20605250239;Joao Travel;CUSCO;CUSCO;www.joaotravel.com;Operador Turismo;-;;;
20605273808;Travel Cusco G S.A.C;CUSCO;SAN JERÓNIMO;www.travelcuscog.com/;Minorista;-;;;
20605285547;Sbs Travel;CUSCO;WANCHAQ;www.travelsbs.com;Operador Turismo;-;;;
20605288317;Salkantay Zipline & Coffee;LA CONVENCIÓN;SANTA TERESA;www.salkantayexpediciones.com;Operador Turismo;-;;;
20605288414;Peru Infinite Travel;CUSCO;SAN JERÓNIMO;;Operador Turismo;-;;;
20605294104;Inka Elf Tours;CUSCO;SAN JERÓNIMO;www.inkaelf.com;Minorista;-;;;
20605298304;Pachamama Viajes Y Servicios E.I.R.L;CUSCO;CUSCO;www.pachamamviajesyservicios.com;Minorista;-;;;
20605305815;Pura Aventura Peru S.A.C.;CUSCO;CUSCO;www.puraaventura.com;Operador Turismo;-;;;
20605308954;Peru Travel Specialist;CUSCO;WANCHAQ;www.perutravelspecialist.com;Operador Turismo;-;;;
20605310037;Luxury Dreams Cusco;CUSCO;WANCHAQ;www.luxurydreamscusco.com;Minorista;-;;;
20605313346;Agencia De Viajes Y Turismo Sacred Lands Peru;CUSCO;SAN SEBASTIAN;www.sacredlandsperu.com;Operador Turismo;-;;;
20605324461;Avt Machupicchu World Wonder;CUSCO;CUSCO;www.machupicchuworldwonder.com;Operador Turismo;-;;;
20605330631;Dream Peru Tours S.A.C.;CUSCO;SAN SEBASTIAN;www.dreamperutours.com;Operador Turismo;-;;;
20605337431;Cusco Rafting;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20605337679;Peru Golden Tours;CUSCO;CUSCO;www.perugoldentours.com.pe;Operador Turismo;-;;;
20605362541;Flashpacker Connect;CUSCO;CUSCO;www.flashpackerconnect.com;Operador Turismo;-;;;
20605383506;Cuzcas Trekking;CUSCO;CUSCO;www.cuzcas.com;Operador Turismo;-;;;
20605390863;Itu Cusco Mio E.I.R.L.;CUSCO;CUSCO;;Operador Turismo;-;;;
20605400940;Grupo Tours Machupicicchu;CUSCO;WANCHAQ;www.grouptoursmachupicchu.com;Operador Turismo;-;;;
20605405950;Veru Voyage;CUSCO;CUSCO;www.veruvoyage.com;Minorista;-;;;
20605411216;Inversiones Turisticas Cusco Milenario;CUSCO;CUSCO;;Operador Turismo;-;;;
20605421831;Virtuous Peru Travel;CUSCO;SANTIAGO;www.virtuousperu.com;Operador Turismo;-;;;
20605426744;Machupicchu Best;CUSCO;CUSCO;www.machupicchubest.com;Operador Turismo;-;;;
20605448284;Tumi Travel Cusco;CUSCO;CUSCO;;Operador Turismo;-;;;
20605479431;Rumi Expeditions Viajes Y Servicuios Tour Operador Each Sac.;CUSCO;WANCHAQ;www.rumiexpeditions.com;Operador Turismo;-;;;
20605527885;Sebastian Tours Transporte;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20605540989;Bel Viajes Peru Scrl.;CUSCO;SAN SEBASTIAN;;Minorista;-;;;
20605547517;La Ecoagencia Peru;CUSCO;SAYLLA;www.laecoagencia.com;Minorista;-;;;
20605581146;Peru Experience Dmc E.I.R.L.;CUSCO;CUSCO;www.peruexperiencedmc.com;Operador Turismo;-;;;
20605591346;Tukano Peru Viajes Y Servicios S.A.C.;CUSCO;SAN SEBASTIAN;www.tukanoperu.com;Minorista;-;;;
20605595406;Peru Guided Tours;CUSCO;CUSCO;;Operador Turismo;-;;;
20605607358;Agencia De Viajes Apolos Tour Peru Expeditions;CUSCO;CUSCO;;Operador Turismo;-;;;
20605615245;Vtm Peru;CUSCO;SAN SEBASTIAN;www.buymachupicchu.com;Operador Turismo;-;;;
20605666478;Machupicchu Travel Experts E.I.R.L.;CUSCO;SAN SEBASTIAN;www.machupicchutravelexperts.com;Operador Turismo;-;;;
20605673717;Acuarela Peru Trek;CUSCO;SANTIAGO;www.acuarelaperutrek.com;Operador Turismo;-;;;
20605679065;Vacacionando Media Travel E.I.R.L.;CUSCO;WANCHAQ;www.vacacionandomediatravel.com;Mayorista;-;;;
20605701796;Navarro Expedition;CUSCO;CUSCO;;Operador Turismo;-;;;
20605714219;Amazonia Peru;URUBAMBA;URUBAMBA;;Operador Turismo;-;;;
20605728104;Info Machupicchu Travel;CUSCO;POROY;www.infomachupicchutravel.com;Operador Turismo;-;;;
20605739327;Cusco Day;CUSCO;SAN SEBASTIAN;exclusivetravelholdays@gmail.com;Minorista;-;;;
20605740236;Machupicchu Inca Viajes Y Servicios;CUSCO;CUSCO;www.machupicchu-inca-boletos.com;Minorista, Operador Turismo;-;;;
20605748776;Just Do It Peru Expedition;CUSCO;WANCHAQ;www.justdoitperu.com;Minorista;-;;;
20605779094;Peru Cultural Connection;CUSCO;SANTIAGO;www.peruculturalconnection.com;Operador Turismo;-;;;
20605799885;Mega Expeditions;CUSCO;CUSCO;www.megaexpeditions.com;Operador Turismo;-;;;
20605824863;Llactay Matanta Tour Operador;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20605826157;Inca Sky Travel Agency E.Ir.L.;QUISPICANCHI;ANDAHUAYLILLAS;www.incasky.com;Minorista, Operador Turismo;-;;;
20605833048;Innova Peru Trek S.R.L;CUSCO;WANCHAQ;www.innovaperutrek.com;Operador Turismo;-;;;
20605841407;Kc Peru Expedition Custom Travel;CUSCO;CUSCO;www.kcperuexpedition.com;Operador Turismo;-;;;
20605845933;Huaypo Adventures S.A.C.;CUSCO;CUSCO;www.huaypo.com;Operador Turismo;-;;;
20605872329;Machupicchu Tour Travel Company;CUSCO;CUSCO;www.machupicchu-tours.com;Operador Turismo;-;;;
20605875123;Mukis Travel E.I.R.L;CUSCO;SANTIAGO;www.mukistravel.com;Operador Turismo;-;;;
20605892338;Driftino Adventures E.I.R.L;CUSCO;CUSCO;;Operador Turismo;-;;;
20605901833;Inkadrenaline Tours;CUSCO;WANCHAQ;www.inkadrenalinetours.com;Operador Turismo;-;;;
20605917489;Alegria´S Travel Agency Cusco S.A.C;CUSCO;SANTIAGO;www.alegriastravel.com;Operador Turismo;-;;;
20605925848;Machupicchu Peru Experiences;CUSCO;WANCHAQ;www.machupicchuperuexperiences.com;Operador Turismo;-;;;
20605944192;Tinkuna Peru Expeditions;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20605972587;Cuzco Travel;CUSCO;CUSCO;www.cuzcotravel.info;Operador Turismo;-;;;
20605985379;Tawa Experiences;CUSCO;SANTIAGO;www.tawaexperiences.com;Operador Turismo;-;;;
20606019425;Peruandes Expeditions;CUSCO;SANTIAGO;www.peruandes- expeditions.com;Operador Turismo;-;;;
20606023554;Pacha Travel Tour;CUSCO;WANCHAQ;;Mayorista;-;;;
20606038756;Elemental Travelers;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20606083182;Salkantay Trekking;CUSCO;CUSCO;;Operador Turismo;-;;;
20606136588;Tarvos Peru Tours;CUSCO;CUSCO;www.tarvosperutours.com;Operador Turismo;-;;;
20606211237;Peru Vacation Packages;CUSCO;SAN SEBASTIAN;www.peruvacationpackages.com;Operador Turismo;-;;;
20606249901;Sumaq Killa;CUSCO;SAN JERÓNIMO;www.sumaqtika.com;Operador Turismo;-;;;
20606257431;Payflo Experiences;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20606283122;E.T.T. Quillabamba By Car S.C.R.L;CUSCO;SANTIAGO;www.quillabambabycar.com;Operador Turismo;-;;;
20606310197;Oh Machupicchu Trip;CUSCO;WANCHAQ;www.ohmachupicchu.com;Operador Turismo;-;;;
20606415606;Iconic Travel;CUSCO;CUSCO;www.facebook.com;Operador Turismo;-;;;
20606525436;Inmofacil & Somag Eirl;CUSCO;CUSCO;;Operador Turismo;-;;;
20606531029;Kallpa Travel;CUSCO;CUSCO;www.kallpa.travel;Operador Turismo;-;;;
20606559560;Hrct Business E.I.R.L;CUSCO;CUSCO;www.kindlejourneys;Operador Turismo;-;;;
20606572388;Get In Peru Outdoor;CUSCO;SANTIAGO;www.getinperu.com;Operador Turismo;-;;;
20606639873;Natural Connection E.I.R.L;CALCA;CALCA;;Operador Turismo;-;;;
20606700114;Uros Expeditions;CUSCO;CUSCO;www.urosexpeditionsperu@gmail.com;Operador Turismo;-;;;
20606702516;Munay Experience Travel Agency;CUSCO;SAN SEBASTIAN;www.munay-experience.com;Operador Turismo;-;;;
20606736194;Inkati Peru Travel;CUSCO;WANCHAQ;www.inkatiperu.com;Operador Turismo;-;;;
20606786817;Immersion Andine;CUSCO;CUSCO;www.voyage-immersionandine.com;Operador Turismo;-;;;
20606811714;Cordillera Turismo;CUSCO;SAN SEBASTIAN;www.cordilleraturismo.com;Operador Turismo;-;;;
20606816490;Wanderlust Destination S.A.C.;CUSCO;WANCHAQ;www.wanderlustdestination.com;Operador Turismo;-;;;
20606830948;Illapa Peru Trip  Eirl.;CUSCO;CUSCO;www.illapaperutrip.com;Operador Turismo;-;;;
20606878541;Time To Go S.A.C.;CUSCO;WANCHAQ;www.timetogoperu.com;Minorista;-;;;
20606892960;Vialtrips Sac;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20606905662;Pachamama Peru Tours Eirl;CUSCO;CUSCO;www.pachamamaperutours.com;Operador Turismo;-;;;
20606914718;Bioperu Travel;CUSCO;SANTIAGO;www.facebook.com/bioperutravel;Operador Turismo;-;;;
20606920459;Chusaq Trip;CUSCO;CUSCO;www.chusaqtrip.com;Operador Turismo;-;;;
20606922494;Belac Peru Travel E.I.R.L.;CUSCO;CUSCO;;Mayorista;-;;;
20606923733;Find My Journey;CUSCO;CUSCO;www.f-mj.com;Operador Turismo;-;;;
20606957441;Peru Exmatour;CUSCO;SAN SEBASTIAN;www.peruexmatour.com;Operador Turismo;-;;;
20606998890;Cusco Golden Travel;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20607003255;Urpi Turism Peru;ANTA;CACHIMAYO;www.urpiturism.com;Operador Turismo;-;;;
20607016314;David Expeditions Peru;URUBAMBA;URUBAMBA;www.davidexpeditionsperu.com;Operador Turismo;-;;;
20607039551;Tours Peru Inca;CUSCO;SANTIAGO;www..toursperuinca.com;Operador Turismo;-;;;
20607050962;Peru Hidden Expeditions;CUSCO;POROY;www.peruhiddenexpeditions.com;Operador Turismo;-;;;
20607091294;Machupicchu Express;CUSCO;CUSCO;;Operador Turismo;-;;;
20607094561;Goperu 360;CUSCO;CUSCO;;Operador Turismo;-;;;
20607102733;Machupicchu Sol;CUSCO;CUSCO;www.machupicchusol.com;Operador Turismo;-;;;
20607146501;Travel 2 Peru;CUSCO;SAN JERÓNIMO;www.travel2peru.org;Operador Turismo;-;;;
20607212946;Arqueotrekking Peru;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20607289001;La Fronda Travel;URUBAMBA;HUAYLLABAMBA;www.lafronda.pe;Mayorista, Minorista, Operador Turismo;-;;;
20607290475;Peru Travelco Tours S.A.C.;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20607344133;Base Camp Travel S.A.C.;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20607391140;Machupicchu Premium;URUBAMBA;MACHUPICCHU;www.machupicchu-premium.com;Operador Turismo;-;;;
20607402311;Ausangate Peru;CUSCO;CUSCO;www.ausangateperu.com;Operador Turismo;-;;;
20607444243;Madre Tierra Travel South America E.I.R.L;CUSCO;CUSCO;www.madretierratravel.com.br;Minorista;-;;;
20607464678;Tikas Peru Nuevos Destinos S.A.C.;CUSCO;CUSCO;www.tikasperu.com;Operador Turismo;-;;;
20607487411;Machupicchu Cusco Tours;CUSCO;CUSCO;www.machupicchucusco.tours;Operador Turismo;-;;;
20607487911;Machupicchu Cusco Tours;CUSCO;CUSCO;www.machupicchucusco.tours;Operador Turismo;-;;;
20607491071;Inkas Machupicchu Explorer;CUSCO;CUSCO;;Operador Turismo;-;;;
20607515949;Hello Peru Tours;CUSCO;SANTIAGO;www.helloperutours.com;Operador Turismo;-;;;
20607526070;Xper;CUSCO;WANCHAQ;;Operador Turismo;-;;;
20607541753;Viajes Y Turismo Osmar E.I.R.L;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20607549932;Venso Tours;CUSCO;SANTIAGO;www.vensotours.com;Operador Turismo;-;;;
20607580741;Cusco Extreme Sac;CUSCO;WANCHAQ;www.cuscoextrene.com;Operador Turismo;-;;;
20607620793;Turismo Elivechi;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20607633721;Munaycha Expeditions;CUSCO;SAN SEBASTIAN;www.munaychaexpeditions.com;Operador Turismo;-;;;
20607638986;Arkana Travel;CUSCO;CUSCO;www.arkanatravel.com;Operador Turismo;-;;;
20607713562;Peru Aventura Cusco E.I.R.L.;CUSCO;WANCHAQ;www.peruadventurecusco.com;Operador Turismo;-;;;
20607747815;Inka Spirit Travel E.I.R.L;CUSCO;CUSCO;www.inkaspirittravel.com;Operador Turismo;-;;;
20607748692;Guru Explorers;CUSCO;WANCHAQ;www.guruexplorers.com;Minorista, Operador Turismo;-;;;
20607825662;Machupicchu Journey E.I.R.L;CUSCO;CUSCO;www.machupicchujourney.com;Operador Turismo;-;;;
20607872369;Tayra Tours Adventures;CUSCO;CUSCO;www.tayratourscusco.com;Operador Turismo;-;;;
20607882364;Trip To Cusco Peru;CUSCO;CUSCO;www.triptopcuscoperu.com;Operador Turismo;-;;;
20607896152;Explore Unlimited Peru;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20607917605;Peru Vida Viajes;CUSCO;CUSCO;www.peruvidaviajes.com;Operador Turismo;-;;;
20607953083;Destinos Del Peru;URUBAMBA;URUBAMBA;www.destinosdelperu.com;Operador Turismo;-;;;
20608061488;Tambo Expeditions;CALCA;LAMAY;www.tamboexpediontions.com;Operador Turismo;-;;;
20608131702;Incatrekkers Peru Travel E.I.R.L;CUSCO;SANTIAGO;www.incatrekkers.com;Operador Turismo;-;;;
20608170571;Inca Explorer E.I.R.L.;CALCA;PISAC;www.incaexplorer3.com;Operador Turismo;-;;;
20608203037;Southern Moon S.A.C.;CUSCO;SAN JERÓNIMO;;Operador Turismo;-;;;
20608209108;Sanctuary Cusco Tours;CUSCO;CUSCO;www.sanctuarycuscotours.com;Operador Turismo;-;;;
20608224387;Inca Trail Operator;CUSCO;CUSCO;;Operador Turismo;-;;;
20608236253;Peru Travel With Purpose S.A.C.;CUSCO;CUSCO;www.perutravelwithpurpose.com;Operador Turismo;-;;;
20608236865;Intupa Cusco;CUSCO;CUSCO;www.intupacusco.com;Operador Turismo;-;;;
20608251007;Intrandes Peru;CUSCO;SAN JERÓNIMO;www.intrandesperu.com;Operador Turismo;-;;;
20608273116;Gardens Cusco Travel;CUSCO;CUSCO;www.gardenscuscotravel.com;Operador Turismo;-;;;
20608305698;Ladys Travel Peru;CUSCO;CUSCO;www.ladystravelperu.com;Operador Turismo;-;;;
20608307011;Booking Perú Tours;CUSCO;CUSCO;www.bookingperutours.com;Operador Turismo;-;;;
20608310046;Andean Spiritual Healing;CUSCO;CUSCO;www.andeanspiritualhealing.com;Operador Turismo;-;;;
20608312507;Ojotas Expeditions;CUSCO;WANCHAQ;www.ojotasexpeditions.com;Operador Turismo;-;;;
20608364341;Rago Travel;CUSCO;CUSCO;www.ragotravel.com;Operador Turismo;-;;;
20608364855;Serv. Visit.Cusco E.I.R.L.;CUSCO;CUSCO;www.visita-peru.com;Operador Turismo;-;;;
20608414372;Fly Cusco Peru Travel Agency;CUSCO;SANTIAGO;www.flycuscoperu.com;Minorista;-;;;
20608439782;Cozy Planet  Peru;CUSCO;SANTIAGO;www.cozyplanetperu.com;Operador Turismo;-;;;
20608447645;Andean Lux Perú;CUSCO;WANCHAQ;www.andeanlux.com;Operador Turismo;-;;;
20608454935;Istalla Trek;CUSCO;WANCHAQ;www.istallatrek.com;Operador Turismo;-;;;
20608520946;Machupicchu Magic Peru;CUSCO;CUSCO;www.machupicchumagicperu.com;Operador Turismo;-;;;
20608521560;Mantilla Expeditions;CUSCO;CUSCO;www.mantillaexpeditions.com;Operador Turismo;-;;;
20608537768;Sonqo Inka Travel Agency E.I.R.L.;CUSCO;CUSCO;donqoinka.com;Mayorista;-;;;
20608543831;Hunting Treasure;CUSCO;SAN SEBASTIAN;www.huntingtreasureperu.com;Minorista;-;;;
20608555693;Andean Epix S.A.C.;CUSCO;SAN JERÓNIMO;;Operador Turismo;-;;;
20608573632;Magic Trip S.A.C.;CUSCO;SAN JERÓNIMO;www.magictripcusco.com;Operador Turismo;-;;;
20608614622;Dream Adventure Life;CUSCO;SANTIAGO;www.dreamadventurelife.com.pe/es/;Minorista;-;;;
20608621424;Quechuas People;CUSCO;SAN SEBASTIAN;;Operador Turismo;-;;;
20608642821;Kalypso Cusco Adventures;CUSCO;SAN SEBASTIAN;www.kalypsocusco.com;Operador Turismo;-;;;
20608652061;Hikers Latin Peru;CUSCO;CUSCO;www.hikerslatinperu.com;Operador Turismo;-;;;
20608652711;Neviza Travel Channel;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20608684116;Machupicchumax;CUSCO;SANTIAGO;www.machuupicchumax.com;Operador Turismo;-;;;
20608692542;Cusco Cat Machupicchu Viajes Y Turismo E.I.R.L;CUSCO;CUSCO;www.cuscocatmachupicchu.com;Operador Turismo;-;;;
20608718215;Expirience Peru E.I.R.L;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20608760092;Machupicchu Peru Aventuras Srl;CUSCO;SANTIAGO;;Operador Turismo;-;;;
20608774115;Peru Travel Advisor;CUSCO;CUSCO;www.perutraveladvisor;Operador Turismo;-;;;
20608788647;Lida Tours Peru;CUSCO;SAN SEBASTIAN;www.lidatoursperu.com;Operador Turismo;-;;;
20608791257;Go Andes Expeditions S.A.C.;CUSCO;CUSCO;www.goandesexpeditions.com;Operador Turismo;-;;;
20608795082;Peru Best Experience S.C.R.L;CUSCO;CUSCO;www.perubestexperience.com;Minorista;-;;;
20608803859;Wanpu Travel;CUSCO;WANCHAQ;www.wanputravel.com;Operador Turismo;-;;;
20608817566;Cusco Native S.R.L;CUSCO;SANTIAGO;www.cusconative.com;Operador Turismo;-;;;
20608825771;Alexia Travel Cusco E.I.R.L;CUSCO;WANCHAQ;www.alexiatravelcusco.com;Operador Turismo;-;;;
20608835084;Tour Guides Peru;CUSCO;SAN SEBASTIAN;www.tourguidesperu.com;Mayorista, Operador Turismo;-;;;
20608838121;Ukhu Travel;CUSCO;WANCHAQ;www.ukhutravel.com;Minorista;-;;;
20608849182;Fortune Peru Travel Agency;CUSCO;SAN JERÓNIMO;www.fortuneperutravel.com;Operador Turismo;-;;;
20608852850;K & Y Machupicchu Viajes;CUSCO;SANTIAGO;www.kymachupicchuviajes.com;Operador Turismo;-;;;
20608865188;Travel Quest Peru;CUSCO;SANTIAGO;www.travelquestperu.com;Operador Turismo;-;;;
20608866800;Moon Dance Travel;CUSCO;CUSCO;;Operador Turismo;-;;;
20608872206;Insight Peru Tour;CUSCO;CUSCO;;Operador Turismo;-;;;
20608899457;Viajes Latam E.I.R.L;CUSCO;CUSCO;www.facebook.com/viajeslatam;Operador Turismo;-;;;
20608909606;Cusco Andean Hike - Tour Operator;CUSCO;WANCHAQ;www.cuscoandeanhike.com;Operador Turismo;-;;;
20608967037;Ready To Travel Peru;CUSCO;SANTIAGO;www.readytotravelperu.com;Operador Turismo;-;;;
20608989642;Machupicchu Cusco Aj S.R.L.;CUSCO;CUSCO;www.machupicchucuscoaj.com;Operador Turismo;-;;;
20609036231;Universe Machupicchu;CUSCO;CUSCO;www.umachupichu.com;Operador Turismo;-;;;
20609089718;The Peru Travel;CUSCO;CUSCO;www.theperutravel.com;Operador Turismo;-;;;
20609094754;Cusco Travel Agency E.I.R.L;CUSCO;SAN SEBASTIAN;www.cuscotravelagency.com;Minorista;-;;;
20609109093;Latitude;CUSCO;SANTIAGO;www.latitudeperu.com;Operador Turismo;-;;;
